id,name,parent,kind
"initial access vectors::compromised or purchased vpn rdp citrix credentials including credentials harvested by infostealer malware from employee or third party devices ransomwarelive infostealer telemetry shows large stealer log exposure tied to healthcare victims eg medibank","Compromised or purchased VPN/RDP/Citrix credentials, including credentials harvested by infostealer malware from employee or third-party devices (ransomware.live 'infostealer' telemetry shows large stealer-log exposure tied to healthcare victims, e.g. Medibank)","Initial Access Vectors","hazard"
"initial access vectors::phishing and business email compromise targeting clinical billing and admin staff","Phishing and business-email-compromise targeting clinical, billing, and admin staff","Initial Access Vectors","hazard"
"initial access vectors::compromise of managed service providers msps it vendors and ehr practice management software resellers who hold privileged access across many small provider networks","Compromise of managed service providers (MSPs), IT vendors, and EHR/practice-management software resellers who hold privileged access across many small provider networks","Initial Access Vectors","hazard"
"initial access vectors::exploitation of vulnerabilities in widely deployed healthcare adjacent software file transfer tools voip telehealth platforms backup software as mass one to many entry points","Exploitation of vulnerabilities in widely-deployed healthcare-adjacent software (file-transfer tools, VoIP/telehealth platforms, backup software) as mass 'one-to-many' entry points","Initial Access Vectors","hazard"
"initial access vectors::insider enabled access or credential sale by disgruntled or compromised employees contractors","Insider-enabled access or credential sale by disgruntled or compromised employees/contractors","Initial Access Vectors","hazard"
"extortion tactics::encryption of clinical administrative and financial systems ehr pacs pharmacy lab scheduling forcing downtime procedures and patient diversion","Encryption of clinical, administrative, and financial systems (EHR, PACS, pharmacy, lab, scheduling) forcing 'downtime procedures' and patient diversion","Extortion Tactics","hazard"
"extortion tactics::data exfiltration and double triple extortion publishing or threatening to publish stolen phi on leak sites roughly three quarters of recent healthcare cases reportedly involve exfiltration per coveware","Data exfiltration and double/triple extortion — publishing or threatening to publish stolen PHI on leak sites (roughly three-quarters of recent healthcare cases reportedly involve exfiltration, per Coveware)","Extortion Tactics","hazard"
"extortion tactics::targeted harassment of especially vulnerable patients using stolen sensitive records eg alphv blackcats publication of nude cancer patient treatment photos at lehigh valley health network medibank attackers publishing abortion and addiction treatment records to increase payment pressure","Targeted harassment of especially vulnerable patients using stolen sensitive records (e.g., ALPHV/BlackCat's publication of nude cancer-patient treatment photos at Lehigh Valley Health Network; Medibank attackers publishing abortion and addiction-treatment records) to increase payment pressure","Extortion Tactics","hazard"
"extortion tactics::direct extortion emails calls to patients or plan members threatening individual data release unless the organization or the individual pays","Direct extortion emails/calls to patients or plan members threatening individual data release unless the organization (or the individual) pays","Extortion Tactics","hazard"
"extortion tactics::ddos attacks layered on top of encryption exfiltration to pressure incident response teams","DDoS attacks layered on top of encryption/exfiltration to pressure incident-response teams","Extortion Tactics","hazard"
"extortion tactics::re victimization re posting or re selling the same stolen healthcare dataset by multiple groups or brokers after an initial attack dispossessor second hand leak listings observed in the dataset","'Re-victimization' — re-posting or re-selling the same stolen healthcare dataset by multiple groups or brokers after an initial attack (dispossessor/second-hand leak listings observed in the dataset)","Extortion Tactics","hazard"
"third party and supply chain risk::claims clearinghouse revenue cycle processor compromise change healthcare optum processes 15 billion transactions year roughly a third of us patient records per reporting causing nationwide billing and pharmacy disruption far beyond the direct victim","Claims clearinghouse / revenue-cycle processor compromise (Change Healthcare/Optum — processes ~15 billion transactions/year, roughly a third of US patient records, per reporting) causing nationwide billing and pharmacy disruption far beyond the direct victim","Third-Party / Supply-Chain Risk","hazard"
"third party and supply chain risk::pathology lab and diagnostic services partner compromise synnovis attack on nhs london trusts halting blood testing and surgeries at hospitals that never touched the attacker directly","Pathology, lab, and diagnostic-services partner compromise (Synnovis attack on NHS London trusts) halting blood testing and surgeries at hospitals that never touched the attacker directly","Third-Party / Supply-Chain Risk","hazard"
"third party and supply chain risk::ehr practice management and medical billing software vendor compromise cascading to hundreds of downstream clinics practices","EHR, practice-management, and medical-billing software vendor compromise cascading to hundreds of downstream clinics/practices","Third-Party / Supply-Chain Risk","hazard"
"third party and supply chain risk::managed it security services provider compromise granting simultaneous access to many hospital or clinic networks","Managed IT/security services provider compromise granting simultaneous access to many hospital or clinic networks","Third-Party / Supply-Chain Risk","hazard"
"third party and supply chain risk::business associate and vendor risk under hipaa breach liability extending to the covered entity even when the incident originates at a subcontractor","Business-associate and vendor risk under HIPAA — breach liability extending to the covered entity even when the incident originates at a subcontractor","Third-Party / Supply-Chain Risk","hazard"
"third party and supply chain risk::group purchasing supply and medical device maintenance vendors as pivot points into hospital networks","Group-purchasing, supply, and medical-device-maintenance vendors as pivot points into hospital networks","Third-Party / Supply-Chain Risk","hazard"
"ot medical device and clinical operations risk::forced downtime diversion of ambulances and emergency departments during ehr outages documented at uhs 2020 and other hospital system attacks","Forced downtime/diversion of ambulances and emergency departments during EHR outages (documented at UHS 2020 and other hospital-system attacks)","OT / Medical-Device and Clinical-Operations Risk","hazard"
"ot medical device and clinical operations risk::disruption of networked medical devices infusion pumps imaging pacs systems and lab analyzers that depend on now encrypted or isolated networks","Disruption of networked medical devices, infusion pumps, imaging/PACS systems, and lab analyzers that depend on now-encrypted or isolated networks","OT / Medical-Device and Clinical-Operations Risk","hazard"
"ot medical device and clinical operations risk::delayed or cancelled surgeries chemotherapy dialysis and elective procedures during recovery windows","Delayed or cancelled surgeries, chemotherapy, dialysis, and elective procedures during recovery windows","OT / Medical-Device and Clinical-Operations Risk","hazard"
"ot medical device and clinical operations risk::documented contribution to patient harm death from care delays uk coroner findings tied delayed blood test results after the synnovis attack to a patient death","Documented contribution to patient harm/death from care delays (UK Coroner findings tied delayed blood-test results after the Synnovis attack to a patient death)","OT / Medical-Device and Clinical-Operations Risk","hazard"
"ot medical device and clinical operations risk::reversion to paper based manual clinical documentation for weeks increasing medication and diagnostic error risk","Reversion to paper-based/manual clinical documentation for weeks, increasing medication and diagnostic error risk","OT / Medical-Device and Clinical-Operations Risk","hazard"
"ot medical device and clinical operations risk::ot it convergence risk in hospital facilities systems hvac building access refrigeration for pharmaceuticals blood products","OT/IT convergence risk in hospital facilities systems (HVAC, building access, refrigeration for pharmaceuticals/blood products)","OT / Medical-Device and Clinical-Operations Risk","hazard"
"regulatory and legal exposure::hipaa hhs ocr breach notification investigation and potential civil monetary penalties us","HIPAA/HHS OCR breach notification, investigation, and potential civil monetary penalties (US)","Regulatory and Legal Exposure","hazard"
"regulatory and legal exposure::state attorney general actions and multistate settlements","State attorney-general actions and multistate settlements","Regulatory and Legal Exposure","hazard"
"regulatory and legal exposure::mass tort class action litigation from affected patients eg 65m lehigh valley health network settlement commonspirit and hca class actions","Mass tort / class-action litigation from affected patients (e.g., $65M Lehigh Valley Health Network settlement; CommonSpirit and HCA class actions)","Regulatory and Legal Exposure","hazard"
"regulatory and legal exposure::gdpr and equivalent international health data protection regimes for multinational providers and insurers","GDPR and equivalent international health-data protection regimes for multinational providers and insurers","Regulatory and Legal Exposure","hazard"
"regulatory and legal exposure::government parliamentary inquiries and mandatory incident reporting for public health systems irelands hse uk nhs","Government/parliamentary inquiries and mandatory incident reporting for public health systems (Ireland's HSE, UK NHS)","Regulatory and Legal Exposure","hazard"
"regulatory and legal exposure::loss of accreditation payer contract or medicare medicaid compliance risk tied to prolonged system unavailability","Loss of accreditation, payer contract, or Medicare/Medicaid compliance risk tied to prolonged system unavailability","Regulatory and Legal Exposure","hazard"
"regulatory and legal exposure::cyber insurance coverage disputes and sub limits given the scale of potential claims in this sector","Cyber-insurance coverage disputes and sub-limits given the scale of potential claims in this sector","Regulatory and Legal Exposure","hazard"
"insider and workforce risk::widespread broad ehr access privileges among clinical staff increasing blast radius of a single compromised account","Widespread, broad EHR access privileges among clinical staff increasing blast radius of a single compromised account","Insider and Workforce Risk","hazard"
"insider and workforce risk::credential reuse and shadow it tools eg unsanctioned messaging file sharing apps used by clinicians bypassing security controls","Credential reuse and shadow-IT tools (e.g., unsanctioned messaging/file-sharing apps used by clinicians) bypassing security controls","Insider and Workforce Risk","hazard"
"insider and workforce risk::chronic cybersecurity staffing budget shortfalls relative to it complexity especially at rural hospitals nursing homes and behavioral health social assistance providers","Chronic cybersecurity staffing/budget shortfalls relative to IT complexity, especially at rural hospitals, nursing homes, and behavioral-health/social-assistance providers","Insider and Workforce Risk","hazard"
"insider and workforce risk::third party staffing and locum travel clinician access management gaps","Third-party staffing and locum/travel clinician access management gaps","Insider and Workforce Risk","hazard"
"insider and workforce risk::social engineering of help desk password reset workflows a rising vector per 2025 2026 reporting including at change healthcare adjacent and other large health system incidents","Social engineering of help-desk/password-reset workflows (a rising vector per 2025-2026 reporting, including at Change Healthcare-adjacent and other large-health-system incidents)","Insider and Workforce Risk","hazard"
"electronic health record ehr and clinical documentation systems::hospital health system ehr platforms epic oracle health cerner meditech etc","Hospital/health-system EHR platforms (Epic, Oracle Health/Cerner, MEDITECH, etc.)","Electronic Health Record (EHR) and Clinical Documentation Systems","exposure"
"electronic health record ehr and clinical documentation systems::ambulatory practice management systems for clinics and physician groups","Ambulatory/practice-management systems for clinics and physician groups","Electronic Health Record (EHR) and Clinical Documentation Systems","exposure"
"electronic health record ehr and clinical documentation systems::behavioral health and long term care nursing home record systems","Behavioral health and long-term-care/nursing-home record systems","Electronic Health Record (EHR) and Clinical Documentation Systems","exposure"
"electronic health record ehr and clinical documentation systems::clinical order entry and e prescribing systems","Clinical order-entry and e-prescribing systems","Electronic Health Record (EHR) and Clinical Documentation Systems","exposure"
"medical imaging lab and diagnostic systems::pacs picture archiving and communication systems and radiology imaging archives","PACS (Picture Archiving and Communication Systems) and radiology imaging archives","Medical Imaging, Lab, and Diagnostic Systems","exposure"
"medical imaging lab and diagnostic systems::laboratory information systems lis and pathology blood testing platforms eg synnovis","Laboratory Information Systems (LIS) and pathology/blood-testing platforms (e.g., Synnovis)","Medical Imaging, Lab, and Diagnostic Systems","exposure"
"medical imaging lab and diagnostic systems::connected medical iot devices infusion pumps monitors ventilators imaging modalities","Connected medical IoT devices (infusion pumps, monitors, ventilators, imaging modalities)","Medical Imaging, Lab, and Diagnostic Systems","exposure"
"medical imaging lab and diagnostic systems::genomic molecular diagnostics data","Genomic/molecular diagnostics data","Medical Imaging, Lab, and Diagnostic Systems","exposure"
"claims billing and revenue cycle infrastructure::claims clearinghouses and eligibility verification platforms eg change healthcare optum","Claims clearinghouses and eligibility-verification platforms (e.g., Change Healthcare/Optum)","Claims, Billing, and Revenue-Cycle Infrastructure","exposure"
"claims billing and revenue cycle infrastructure::medical billing and coding service providers","Medical billing and coding service providers","Claims, Billing, and Revenue-Cycle Infrastructure","exposure"
"claims billing and revenue cycle infrastructure::prior authorization and utilization management systems","Prior-authorization and utilization-management systems","Claims, Billing, and Revenue-Cycle Infrastructure","exposure"
"claims billing and revenue cycle infrastructure::pharmacy benefit and prescription processing networks","Pharmacy benefit and prescription-processing networks","Claims, Billing, and Revenue-Cycle Infrastructure","exposure"
"claims billing and revenue cycle infrastructure::payment reimbursement processing tied to medicare medicaid and commercial payers","Payment/reimbursement processing tied to Medicare/Medicaid and commercial payers","Claims, Billing, and Revenue-Cycle Infrastructure","exposure"
"telehealth and remote care platforms::telehealth video visit platforms","Telehealth/video-visit platforms","Telehealth and Remote-Care Platforms","exposure"
"telehealth and remote care platforms::remote patient monitoring and wearable device data feeds","Remote patient monitoring and wearable-device data feeds","Telehealth and Remote-Care Platforms","exposure"
"telehealth and remote care platforms::patient portals and appointment scheduling systems","Patient portals and appointment-scheduling systems","Telehealth and Remote-Care Platforms","exposure"
"protected health information phi and personal data::patient demographic and insurance medicare medicaid identifiers","Patient demographic and insurance/Medicare-Medicaid identifiers","Protected Health Information (PHI) and Personal Data","exposure"
"protected health information phi and personal data::clinical treatment records including mental health substance abuse and reproductive health data","Clinical/treatment records including mental health, substance-abuse, and reproductive-health data","Protected Health Information (PHI) and Personal Data","exposure"
"protected health information phi and personal data::sensitive images eg oncology treatment photos leaked at lehigh valley health network","Sensitive images (e.g., oncology treatment photos leaked at Lehigh Valley Health Network)","Protected Health Information (PHI) and Personal Data","exposure"
"protected health information phi and personal data::genetic and biometric data","Genetic and biometric data","Protected Health Information (PHI) and Personal Data","exposure"
"protected health information phi and personal data::social security numbers financial and payment card data collected for billing","Social Security numbers, financial and payment-card data collected for billing","Protected Health Information (PHI) and Personal Data","exposure"
"third party and vendor ecosystem::ehr practice management and health it software vendors","EHR, practice-management, and health IT software vendors","Third-Party and Vendor Ecosystem","exposure"
"third party and vendor ecosystem::managed service providers msps and it outsourcers serving multiple clinics hospitals","Managed service providers (MSPs) and IT outsourcers serving multiple clinics/hospitals","Third-Party and Vendor Ecosystem","exposure"
"third party and vendor ecosystem::medical billing collections and revenue cycle management firms","Medical billing/collections and revenue-cycle-management firms","Third-Party and Vendor Ecosystem","exposure"
"third party and vendor ecosystem::lab imaging and pathology outsourcing partners","Lab, imaging, and pathology outsourcing partners","Third-Party and Vendor Ecosystem","exposure"
"third party and vendor ecosystem::staffing agencies and home health senior care service providers","Staffing agencies and home-health/senior-care service providers","Third-Party and Vendor Ecosystem","exposure"
"third party and vendor ecosystem::health insurers and third party administrators handling member phi","Health insurers and third-party administrators handling member PHI","Third-Party and Vendor Ecosystem","exposure"
"physical operational continuity systems::ambulance ems dispatch and diversion coordination","Ambulance/EMS dispatch and diversion coordination","Physical/Operational Continuity Systems","exposure"
"physical operational continuity systems::pharmacy and blood bank inventory cold chain management systems","Pharmacy and blood-bank inventory/cold-chain management systems","Physical/Operational Continuity Systems","exposure"
"physical operational continuity systems::hospital building management access control systems","Hospital building management/access-control systems","Physical/Operational Continuity Systems","exposure"
"physical operational continuity systems::emergency department and or scheduling systems","Emergency department and OR scheduling systems","Physical/Operational Continuity Systems","exposure"
"initial access vectors::exploitation of internet facing vpn and edge appliances eg palo alto globalprotect at ingram micro fortinet citrix microsoft exchange as used against acer","Exploitation of internet-facing/VPN and edge appliances (e.g., Palo Alto GlobalProtect at Ingram Micro, Fortinet/Citrix, Microsoft Exchange as used against Acer)","Initial Access Vectors","hazard"
"initial access vectors::exploitation of managed file transfer edge software moveit goanywhere accellion for mass exfiltration","Exploitation of managed file transfer / edge software (MOVEit, GoAnywhere, Accellion) for mass exfiltration","Initial Access Vectors","hazard"
"initial access vectors::leaked or purchased credentials and infostealer logs initial access broker marketplaces","Leaked or purchased credentials and infostealer logs (initial-access-broker marketplaces)","Initial Access Vectors","hazard"
"initial access vectors::abuse of remote monitoring and management rmm and remote access tooling","Abuse of remote monitoring & management (RMM) and remote-access tooling","Initial Access Vectors","hazard"
"initial access vectors::phishing social engineering of admins and developers","Phishing / social engineering of admins and developers","Initial Access Vectors","hazard"
"initial access vectors::exploitation of zero day n day vulnerabilities in the vendors own shipped products turning the product into an attack vector against customers","Exploitation of zero-day/n-day vulnerabilities in the vendor's own shipped products, turning the product into an attack vector against customers","Initial Access Vectors","hazard"
"extortion tactics::encryption of production build ci cd and virtualization vmware esxi systems","Encryption of production, build/CI-CD and virtualization (VMware ESXi) systems","Extortion Tactics","hazard"
"extortion tactics::data exfiltration and public leak site publication double extortion","Data exfiltration and public leak-site publication (double extortion)","Extortion Tactics","hazard"
"extortion tactics::triple quadruple extortion ddos and direct harassment of the victims downstream customers partners and employees","Triple/quadruple extortion: DDoS and direct harassment of the victim's downstream customers, partners and employees","Extortion Tactics","hazard"
"extortion tactics::threatened disclosure of source code product blueprints and signing keys certificates","Threatened disclosure of source code, product blueprints and signing keys/certificates","Extortion Tactics","hazard"
"extortion tactics::ransom escalation and event timed pressure eg revil publicizing quanta apple leak during apples launch event","Ransom escalation and event-timed pressure (e.g., REvil publicizing Quanta/Apple leak during Apple's launch event)","Extortion Tactics","hazard"
"supply chain and downstream cascade risk::msp rmm platform compromise cascading to managed clients kaseya vsa up to 1500 downstream businesses","MSP/RMM platform compromise cascading to managed clients (Kaseya VSA -> up to ~1,500 downstream businesses)","Supply-Chain and Downstream Cascade Risk","hazard"
"supply chain and downstream cascade risk::saas hosted platform outage cascading to customer operations cdk global 15000 dealerships","SaaS/hosted-platform outage cascading to customer operations (CDK Global -> ~15,000 dealerships)","Supply-Chain and Downstream Cascade Risk","hazard"
"supply chain and downstream cascade risk::distribution reseller channel disruption halting downstream commerce ingram micro order processing","Distribution/reseller channel disruption halting downstream commerce (Ingram Micro order processing)","Supply-Chain and Downstream Cascade Risk","hazard"
"supply chain and downstream cascade risk::software supply chain trojanized update or embedded product vulnerability propagation moveit 2700 organizations","Software-supply-chain / trojanized-update or embedded-product-vulnerability propagation (MOVEit -> 2,700+ organizations)","Supply-Chain and Downstream Cascade Risk","hazard"
"supply chain and downstream cascade risk::cloud subprocessor concentration and single points of failure shared across many tenants","Cloud/subprocessor concentration and single-points-of-failure shared across many tenants","Supply-Chain and Downstream Cascade Risk","hazard"
"intellectual property and source code theft::product designs and hardware blueprints quanta apple device schematics","Product designs and hardware blueprints (Quanta/Apple device schematics)","Intellectual Property and Source Code Theft","hazard"
"intellectual property and source code theft::semiconductor chip design and eda data arm synopsys as recent leak site claims","Semiconductor / chip design and EDA data (ARM, Synopsys as recent leak-site claims)","Intellectual Property and Source Code Theft","hazard"
"intellectual property and source code theft::proprietary source code and algorithms","Proprietary source code and algorithms","Intellectual Property and Source Code Theft","hazard"
"intellectual property and source code theft::code signing keys certificates and secrets enabling further supply chain abuse","Code-signing keys, certificates and secrets enabling further supply-chain abuse","Intellectual Property and Source Code Theft","hazard"
"intellectual property and source code theft::trade secrets roadmaps and confidential customer contracts","Trade secrets, roadmaps and confidential customer contracts","Intellectual Property and Source Code Theft","hazard"
"third party vendor and concentration risk::shared cloud hosting infrastructure and multi tenant architecture","Shared cloud/hosting infrastructure and multi-tenant architecture","Third-Party, Vendor and Concentration Risk","hazard"
"third party vendor and concentration risk::subprocessor and nested vendor dependency chains","Subprocessor and nested-vendor dependency chains","Third-Party, Vendor and Concentration Risk","hazard"
"third party vendor and concentration risk::data processor liability for downstream clients data held on behalf of customers","Data-processor liability for downstream clients' data held on behalf of customers","Third-Party, Vendor and Concentration Risk","hazard"
"third party vendor and concentration risk::concentration of many customers on one platform systemic insurer accumulation risk","Concentration of many customers on one platform (systemic insurer accumulation risk)","Third-Party, Vendor and Concentration Risk","hazard"
"regulatory and legal exposure::sec cyber incident disclosure obligations and investigations sec probe of progress software moveit","SEC cyber-incident disclosure obligations and investigations (SEC probe of Progress Software/MOVEit)","Regulatory, Legal and Contractual Exposure","hazard"
"regulatory and legal exposure::gdpr and global breach notification statutes across many jurisdictions","GDPR and global breach-notification statutes across many jurisdictions","Regulatory, Legal and Contractual Exposure","hazard"
"regulatory and legal exposure::mass class action litigation moveit spawned dozens of suits 40m claimants","Mass class-action litigation (MOVEit spawned dozens of suits, 40M+ claimants)","Regulatory, Legal and Contractual Exposure","hazard"
"regulatory and legal exposure::contractual sla penalties indemnities and customer breach of contract claims","Contractual SLA penalties, indemnities and customer breach-of-contract claims","Regulatory, Legal and Contractual Exposure","hazard"
"regulatory and legal exposure::cross border data transfer and sovereignty complications","Cross-border data-transfer and sovereignty complications","Regulatory, Legal and Contractual Exposure","hazard"
"insider identity and privileged access risk::compromise of privileged admin domain admin and cloud root credentials","Compromise of privileged admin / domain-admin and cloud root credentials","Insider, Identity and Privileged-Access Risk","hazard"
"insider identity and privileged access risk::developer credential and secrets theft repo tokens api keys","Developer credential and secrets theft (repo tokens, API keys)","Insider, Identity and Privileged-Access Risk","hazard"
"insider identity and privileged access risk::initial access broker recruitment and insider collusion","Initial-access-broker recruitment and insider collusion","Insider, Identity and Privileged-Access Risk","hazard"
"insider identity and privileged access risk::weak mfa sso federation abuse across tenants","Weak MFA / SSO federation abuse across tenants","Insider, Identity and Privileged-Access Risk","hazard"
"infrastructure and availability risk it data center::data center colocation and network operations disruption","Data-center / colocation and network-operations disruption","Infrastructure and Availability Risk (IT/Data-Center)","hazard"
"infrastructure and availability risk it data center::backup and disaster recovery system targeting attackers delete encrypt backups first","Backup and disaster-recovery system targeting (attackers delete/encrypt backups first)","Infrastructure and Availability Risk (IT/Data-Center)","hazard"
"infrastructure and availability risk it data center::virtualization and hypervisor mass encryption esxi","Virtualization and hypervisor mass-encryption (ESXi)","Infrastructure and Availability Risk (IT/Data-Center)","hazard"
"infrastructure and availability risk it data center::prolonged availability loss and business interruption for both victim and downstream customers","Prolonged availability loss and business-interruption for both victim and downstream customers","Infrastructure and Availability Risk (IT/Data-Center)","hazard"
"software development and source code assets::source code repositories git github gitlab bitbucket","Source-code repositories (Git/GitHub/GitLab/Bitbucket)","Software Development and Source-Code Assets","exposure"
"software development and source code assets::ci cd build and release pipelines","CI/CD build and release pipelines","Software Development and Source-Code Assets","exposure"
"software development and source code assets::code signing keys and certificates","Code-signing keys and certificates","Software Development and Source-Code Assets","exposure"
"software development and source code assets::container registries and artifact stores","Container registries and artifact stores","Software Development and Source-Code Assets","exposure"
"software development and source code assets::product designs hardware blueprints and chip eda design data","Product designs, hardware blueprints and chip/EDA design data","Software Development and Source-Code Assets","exposure"
"customer facing saas cloud platforms::production application and hosting environments","Production application and hosting environments","Customer-Facing SaaS / Cloud Platforms","exposure"
"customer facing saas cloud platforms::multi tenant customer databases and data lakes","Multi-tenant customer databases and data lakes","Customer-Facing SaaS / Cloud Platforms","exposure"
"customer facing saas cloud platforms::customer portals dashboards and public apis","Customer portals, dashboards and public APIs","Customer-Facing SaaS / Cloud Platforms","exposure"
"customer facing saas cloud platforms::licensing provisioning and entitlement systems","Licensing, provisioning and entitlement systems","Customer-Facing SaaS / Cloud Platforms","exposure"
"managed services and remote management infrastructure::rmm platforms eg kaseya vsa","RMM platforms (e.g., Kaseya VSA)","Managed-Services and Remote-Management Infrastructure","exposure"
"managed services and remote management infrastructure::msp management consoles and multi tenant admin planes","MSP management consoles and multi-tenant admin planes","Managed-Services and Remote-Management Infrastructure","exposure"
"managed services and remote management infrastructure::remote access jump hosts and privileged access management","Remote-access/jump hosts and privileged-access management","Managed-Services and Remote-Management Infrastructure","exposure"
"managed services and remote management infrastructure::monitoring patching and orchestration tooling","Monitoring, patching and orchestration tooling","Managed-Services and Remote-Management Infrastructure","exposure"
"corporate it identity and edge systems::active directory entra id and sso identity federation","Active Directory / Entra ID and SSO/identity federation","Corporate IT, Identity and Edge Systems","exposure"
"corporate it identity and edge systems::vpn and internet facing edge appliances globalprotect fortinet citrix","VPN and internet-facing edge appliances (GlobalProtect, Fortinet, Citrix)","Corporate IT, Identity and Edge Systems","exposure"
"corporate it identity and edge systems::managed file transfer appliances moveit goanywhere","Managed file transfer appliances (MOVEit, GoAnywhere)","Corporate IT, Identity and Edge Systems","exposure"
"corporate it identity and edge systems::virtualization vmware esxi email and collaboration systems","Virtualization (VMware ESXi), email and collaboration systems","Corporate IT, Identity and Edge Systems","exposure"
"corporate it identity and edge systems::backup and disaster recovery infrastructure","Backup and disaster-recovery infrastructure","Corporate IT, Identity and Edge Systems","exposure"
"customer employee and third party data::customer pii and account credentials","Customer PII and account credentials","Customer, Employee and Third-Party Data","exposure"
"customer employee and third party data::contract service order and billing data eg ntt com 17891 organizations","Contract, service-order and billing data (e.g., NTT Com 17,891 organizations)","Customer, Employee and Third-Party Data","exposure"
"customer employee and third party data::employee and applicant records eg ingram micro 42000 records","Employee and applicant records (e.g., Ingram Micro ~42,000 records)","Customer, Employee and Third-Party Data","exposure"
"customer employee and third party data::downstream clients data held as a data processor","Downstream clients' data held as a data processor","Customer, Employee and Third-Party Data","exposure"
"customer employee and third party data::confidential customer contracts purchase orders and roadmaps tata technologies leak","Confidential customer contracts, purchase orders and roadmaps (Tata Technologies leak)","Customer, Employee and Third-Party Data","exposure"
"distribution logistics and commerce systems::order processing and e commerce systems ingram micro","Order-processing and e-commerce systems (Ingram Micro)","Distribution, Logistics and Commerce Systems","exposure"
"distribution logistics and commerce systems::erp inventory and channel management platforms","ERP, inventory and channel-management platforms","Distribution, Logistics and Commerce Systems","exposure"
"distribution logistics and commerce systems::dealer reseller management saas cdk global dms","Dealer/reseller management SaaS (CDK Global DMS)","Distribution, Logistics and Commerce Systems","exposure"
"distribution logistics and commerce systems::payment and licensing activation systems","Payment and licensing/activation systems","Distribution, Logistics and Commerce Systems","exposure"
"downstream ecosystem and supply chain relationships::msp managed client estates","MSP-managed client estates","Downstream Ecosystem and Supply-Chain Relationships","exposure"
"downstream ecosystem and supply chain relationships::reseller distributor channel and end customers","Reseller/distributor channel and end customers","Downstream Ecosystem and Supply-Chain Relationships","exposure"
"downstream ecosystem and supply chain relationships::subprocessors cloud providers and integration partners","Subprocessors, cloud providers and integration partners","Downstream Ecosystem and Supply-Chain Relationships","exposure"
"downstream ecosystem and supply chain relationships::hardware and component supply chain oem odm relationships eg quanta as apple odm","Hardware and component supply chain (OEM/ODM relationships, e.g., Quanta as Apple ODM)","Downstream Ecosystem and Supply-Chain Relationships","exposure"
"intellectual property and trade secrets::semiconductor and chip design ip eda data","Semiconductor and chip-design IP / EDA data","Intellectual Property and Trade Secrets","exposure"
"intellectual property and trade secrets::proprietary algorithms models and product roadmaps","Proprietary algorithms, models and product roadmaps","Intellectual Property and Trade Secrets","exposure"
"intellectual property and trade secrets::unreleased product blueprints and schematics","Unreleased product blueprints and schematics","Intellectual Property and Trade Secrets","exposure"
"intellectual property and trade secrets::trade secrets and competitive strategic documents","Trade secrets and competitive/strategic documents","Intellectual Property and Trade Secrets","exposure"
"initial access vectors::exposed unsecured rdp and remote access services documented initial vector in the honda ekans 2020 case","Exposed/unsecured RDP and remote-access services (documented initial vector in the Honda/EKANS 2020 case)","Initial Access Vectors","hazard"
"initial access vectors::exploited public facing vulnerabilities leading root cause per sophos 2025 32 of manufacturing incidents eg citrix netscaler cve exploited by inc ransom","Exploited public-facing vulnerabilities (leading root cause per Sophos 2025, 32% of manufacturing incidents; e.g., Citrix NetScaler CVE exploited by INC Ransom)","Initial Access Vectors","hazard"
"initial access vectors::phishing spearphishing and malicious email attachments norsk hydros lockergoga entry point","Phishing/spearphishing and malicious email attachments (Norsk Hydro's LockerGoga entry point)","Initial Access Vectors","hazard"
"initial access vectors::compromised stolen credentials including via infostealer malware","Compromised/stolen credentials, including via infostealer malware","Initial Access Vectors","hazard"
"initial access vectors::malicious browser downloads by employees continental ag 2022 vector","Malicious browser downloads by employees (Continental AG 2022 vector)","Initial Access Vectors","hazard"
"initial access vectors::third party vendor msp remote access compromise","Third-party/vendor/MSP remote-access compromise","Initial Access Vectors","hazard"
"extortion tactics::encryption of production it systems traditional single extortion eg norsk hydro honda","Encryption of production/IT systems (traditional single-extortion, e.g. Norsk Hydro, Honda)","Extortion Tactics","hazard"
"extortion tactics::data exfiltration and double extortion leak site publication threats eg continental nissan yamaha","Data exfiltration and double-extortion (leak-site publication threats, e.g. Continental, Nissan, Yamaha)","Extortion Tactics","hazard"
"extortion tactics::backup destruction to eliminate recovery options and increase payment pressure foxconn mexico 20 30tb of backups deleted","Backup destruction to eliminate recovery options and increase payment pressure (Foxconn Mexico: 20-30TB of backups deleted)","Extortion Tactics","hazard"
"extortion tactics::deadline driven public leak site pressure campaigns","Deadline-driven public leak-site pressure campaigns","Extortion Tactics","hazard"
"extortion tactics::triple extortion secondary harassment of customers partners named in stolen data or ddos layered on top","Triple extortion (secondary harassment of customers/partners named in stolen data, or DDoS layered on top)","Extortion Tactics","hazard"
"extortion tactics::direct sale of stolen ip data to third parties independent of ransom negotiation continental data offered for sale at 50m 40m","Direct sale of stolen IP/data to third parties independent of ransom negotiation (Continental data offered for sale at $50M/$40M)","Extortion Tactics","hazard"
"ot vs it risk differentiation::pure it compromises with data theft only impact and limited production disruption","Pure-IT compromises with data-theft-only impact and limited production disruption","OT vs. IT Risk Differentiation","hazard"
"ot vs it risk differentiation::it to ot lateral movement causing plant production shutdowns","IT-to-OT lateral movement causing plant/production shutdowns","OT vs. IT Risk Differentiation","hazard"
