id,metric,value,source,source_url,scope
"Transportation and Warehousing::transportation sector attack growth ot iot linked","Transportation sector attack growth (OT/IoT-linked)","382% year-over-year increase in attacks targeting the transportation sector","Zscaler ThreatLabz 2025 Mobile, IoT & OT Threat Report","https://www.zscaler.com/blogs/security-research/industry-attacks-surge-mobile-malware-spreads-threatlabz-2025-mobile-iot-ot","industry"
"Transportation and Warehousing::financial motivation share of transportation sector breaches","Financial motivation share of transportation-sector breaches","99% of breaches in the transportation sector are financially motivated, among the highest of any industry tracked","Verizon 2025 Data Breach Investigations Report (DBIR)","https://www.verizon.com/business/resources/reports/2025-dbir-executive-summary.pdf","industry"
"Transportation and Warehousing::ransomware share of breaches all industries","Ransomware share of breaches (all industries)","Ransomware present in 44% of breaches overall in 2025; median ransom payout fell to $115K; 64% of victims refused to pay","Verizon 2025 Data Breach Investigations Report (DBIR)","https://www.verizon.com/business/resources/reports/2025-dbir-executive-summary.pdf","industry"
"Transportation and Warehousing::average median ransom payment all industries q4 2024","Average / median ransom payment (all industries), Q4 2024","Average payment $553,959 (up 16% QoQ); median payment $110,890 (down 45% QoQ); only 25% of victims paid a ransom in Q4 2024","Coveware Quarterly Ransomware Report, Q4 2024 ('Will Law Enforcement success against ransomware continue in 2025?')","https://www.coveware.com/blog/2025/1/31/q4-report","industry"
"Transportation and Warehousing::ransom payment rate trend into 2025","Ransom payment rate trend into 2025","Payment rate fell to roughly 20% of victims by Q4 2025, continuing the multi-year decline as more organizations refuse to pay","Coveware Quarterly Ransomware Reports (aggregated via secondary reporting)","https://www.coveware.com/ransomware-quarterly-reports","industry"
"Transportation and Warehousing::third party supply chain breach share all industries","Third-party/supply-chain breach share (all industries)","Third-party involvement rose to 30% of all breaches in 2025 (doubling from prior year) — directly relevant to transportation/logistics given reliance on TMS/ELD/freight-forwarding software vendors","Verizon 2025 Data Breach Investigations Report (DBIR)","https://www.verizon.com/business/resources/reports/2025-dbir-executive-summary.pdf","industry"
"Transportation and Warehousing::data encryption rate in successful attacks cross industry useful baseline","Data encryption rate in successful attacks (cross-industry, useful baseline)","Percentage of ransomware attacks resulting in actual data encryption fell from 70% (2024) to 50% (2025), with extortion-only (no encryption) attacks rising to 10% from 3%, reflecting a broader shift toward pure data-theft extortion also seen in logistics incidents (e.g., JAS Worldwide, Estes)","Sophos State of Ransomware 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-2025","industry"
"Transportation and Warehousing::global ransomware attack volume 2025 vs 2024","Global ransomware attack volume, 2025 vs 2024","7,419 ransomware attacks recorded globally in 2025, a 32% increase over 5,631 in 2024","Comparitech Worldwide Ransomware Roundup: 2025 End-of-Year Report","https://www.comparitech.com/news/worldwide-ransomware-roundup-2025-end-of-year-report/","industry"
"Transportation and Warehousing::ransomwarelive tracked victim volume transportation logistics sector","Ransomware.live tracked victim volume, Transportation/Logistics sector","500+ individually tracked victim postings across the Transportation/Logistics sector tag on ransomware.live as of July 2026, spanning dozens of ransomware groups (Thegentlemen, Akira, Qilin, Deadlock, Ailock, Arcusmedia, Safepay, Chaos, Cry0, Krybit, and others) and 20+ countries in just the most recent weeks of listings observed","ransomware.live sector activity feed (Transportation/Logistics)","https://www.ransomware.live/activity/Transportation-Logistics","industry"
"GLOBAL::total on chain ransomware payments 2025","Total on-chain ransomware payments, 2025","Approximately $820 million, the lowest full-year total since 2021 and an 8% decline from 2024's revised $892 million. Chainalysis notes the figure may approach or exceed $900 million as further incidents are attributed.","Chainalysis 2026 Crypto Crime Report","https://www.chainalysis.com/blog/crypto-ransomware-2026/","global"
"GLOBAL::median on chain ransom payment 2025","Median on-chain ransom payment, 2025","$59,556, up 368% from $12,738 in 2024","Chainalysis 2026 Crypto Crime Report","https://www.chainalysis.com/blog/crypto-ransomware-2026/","global"
"GLOBAL::share of ransom demands paid 2025","Share of ransom demands paid, 2025","Potentially an all-time low of approximately 28%","Chainalysis 2026 Crypto Crime Report","https://www.chainalysis.com/blog/crypto-ransomware-2026/","global"
"GLOBAL::claimed victims posted to leak sites 2025","Claimed victims posted to leak sites, 2025","7,874 globally, a 50% year-over-year increase and the most active year on record. The United States remains the most heavily targeted country, followed by Canada, Germany and the UK. US targeting of critical infrastructure, supply chain/logistics and government rose 45-56% year over year.","Chainalysis 2026 Crypto Crime Report (citing eCrime.ch data)","https://www.chainalysis.com/blog/crypto-ransomware-2026/","global"
"GLOBAL::median ransom payment 2026","Median ransom payment, 2026","$769,000, down from $1 million the prior year","Sophos State of Ransomware 2026","https://www.sophos.com/en-us/blog/sophos-state-of-ransomware-2026","global"
"GLOBAL::median ransom demand 2026","Median ransom demand, 2026","$698,000, down 65% over two years","Sophos State of Ransomware 2026","https://www.sophos.com/en-us/blog/sophos-state-of-ransomware-2026","global"
"GLOBAL::average recovery cost excluding ransom 2026","Average recovery cost excluding ransom, 2026","$1.7 million per incident, up 11% year over year (2025 figure was $1.53 million, itself down 44% from $2.73 million in 2024)","Sophos State of Ransomware 2026","https://www.sophos.com/en-us/blog/sophos-state-of-ransomware-2026","global"
"GLOBAL::ransom payment rate among encrypted victims 2026","Ransom payment rate among encrypted victims, 2026","48% paid, the second-lowest rate on record after 2023 (46%); four-year average payment rate is 50%. Among those paying, 51% negotiated below the initial demand.","Sophos State of Ransomware 2026","https://www.sophos.com/en-us/blog/sophos-state-of-ransomware-2026","global"
"GLOBAL::attack encryption success rate 2026","Attack encryption success rate, 2026","56% of attacks succeeded in encrypting data, up from 50% the prior year but below the 75% peak in 2023","Sophos State of Ransomware 2026","https://www.sophos.com/en-us/blog/sophos-state-of-ransomware-2026","global"
"GLOBAL::identity based attack origin 2026","Identity-based attack origin, 2026","79% of ransomware attacks started with an identity-based approach. Root causes: malicious email 26%, phishing 24%, compromised credentials 23%, exploited vulnerabilities 18%, brute-force 6%.","Sophos State of Ransomware 2026","https://www.sophos.com/en-us/blog/sophos-state-of-ransomware-2026","global"
"GLOBAL::recovery speed 2025","Recovery speed, 2025","53% of victims recovered within one week, up from 35% in 2024","Sophos State of Ransomware 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-2025","global"
"GLOBAL::average and median ransom payment q4 2025","Average and median ransom payment, Q4 2025","Average $591,988; median $325,000. Quarterly averages were volatile across 2025, moving from $1.13 million (Q2) to $376,941 (Q3) to $591,988 (Q4); the mean-median gap reflects a small number of multi-million-dollar settlements.","Coveware Quarterly Report, Q4 2025","https://www.coveware.com/ransomware-quarterly-reports","global"
"GLOBAL::ransom payment rate q4 2025","Ransom payment rate, Q4 2025","Approximately 20%, a historic low (23% in Q3 2025)","Coveware Quarterly Report, Q4 2025","https://www.coveware.com/ransomware-quarterly-reports","global"
"GLOBAL::ransomware share of all data breaches 2025","Ransomware share of all data breaches, 2025","Present in 44% of breaches, up from 32% the prior year","Verizon 2025 Data Breach Investigations Report","https://www.verizon.com/business/resources/reports/2025-dbir-data-breach-investigations-report.pdf","global"
"GLOBAL::median ransom paid and non payment rate 2025","Median ransom paid and non-payment rate, 2025","Median payment $115,000, down from $150,000; 64% of victim organizations did not pay, up from 50% two years earlier","Verizon 2025 Data Breach Investigations Report","https://www.verizon.com/business/resources/reports/2025-dbir-data-breach-investigations-report.pdf","global"
"GLOBAL::smb versus large organization ransomware exposure 2025","SMB versus large-organization ransomware exposure, 2025","Ransomware was a component of 88% of SMB breaches versus 39% of breaches at large organizations","Verizon 2025 Data Breach Investigations Report","https://www.verizon.com/business/resources/reports/2025-dbir-data-breach-investigations-report.pdf","global"
"GLOBAL::average cost of an extortion or ransomware incident 2025","Average cost of an extortion or ransomware incident, 2025","$5.08 million, against a global all-cause data breach average of $4.44 million (down 9% from $4.88 million in 2024). US average breach cost rose 9% to an all-time high of $10.22 million.","IBM Cost of a Data Breach Report 2025","https://www.ibm.com/reports/data-breach","global"
"GLOBAL::breach identification and containment time 2025","Breach identification and containment time, 2025","241 days on average to identify and contain a breach, a nine-year low. 63% of organizations refused to pay ransom demands, up from 59%.","IBM Cost of a Data Breach Report 2025","https://www.ibm.com/reports/data-breach","global"
