id,victim,date,country,financial_impact,ransom,downtime,data_impact,summary,source_count
"Manufacturing::Nissan Australia (Nissan Oceania)","Nissan Australia (Nissan Oceania)","2023-12-05","Australia (and New Zealand)","Not publicly disclosed as an official cost figure by Nissan.","Specific dollar ransom demand not publicly disclosed; negotiations with Nissan reportedly failed and the company did not pay, after which Akira threatened to leak the data.","No major production-line/OT downtime was publicly reported; primarily a data-breach/extortion event rather than an operational-disruption event.","Approximately 100 GB of documents stolen, affecting an estimated 100,000 individuals; exposed data included around 4,000 Medicare card numbers, 7,500 driver's license numbers, 220 passport numbers, and 1,300 tax file numbers, alongside employee personal information, NDAs, and partner/client details.","Nissan detected an intrusion into its Australian division's network in December 2023; the Akira ransomware gang claimed responsibility and, after negotiations reportedly failed, threatened to leak stolen business and personal data. Nissan confirmed in 2024 that the breach affected roughly 100,000 individuals across Australia and New Zealand, including customers, dealers, and current/former employees.","4"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Cognizant Technology Solutions","Cognizant Technology Solutions","2020-04-18 (attack); recovery through Q2 2020","United States (global operations)","Cognizant CFO disclosed in a Q1 2020 SEC filing / earnings call that the incident would cost the company an estimated $50 million to $70 million in Q2 2020, covering investigation, containment, remediation, legal fees, and security investment (not counting potential lost revenue).","Not publicly disclosed whether a ransom was demanded of a specific dollar figure or paid.","Multi-week disruption to internal systems and client-facing services during April-May 2020; full remediation cost/timeline tracked into Q2 2020 earnings.","Some client and employee data reported affected; full scope not publicly quantified in detail.","IT consulting/professional services giant hit by Maze ransomware; internal systems encrypted, disrupting service delivery to client accounts and forcing Cognizant to advise clients to disconnect from Cognizant-managed connections.","3"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Accenture","Accenture","2021-08-11","Ireland (global professional/IT services)","No specific dollar loss figure was ever disclosed by Accenture; the company confirmed in its Q4/full-year FY2021 financial report (Oct 18, 2021) that data was encrypted and stolen, without quantifying cost.","LockBit demanded $50 million; Accenture has not confirmed paying any ransom.","Accenture stated it restored affected systems from backups and reported no material impact to its own operations, though exact downtime duration was not disclosed.","Attackers claimed 6TB of data stolen; roughly 2,000+ files were leaked publicly on the dark web, including internal presentations and client case studies.","LockBit 2.0 claimed to have stolen roughly 6 terabytes of data from Accenture, a top-tier global consulting/IT services firm, and demanded ransom, later publishing files including PowerPoint decks and case studies when payment was not made public.","3"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::CWT (Carlson Wagonlit Travel)","CWT (Carlson Wagonlit Travel)","2020-07-27","United States (global travel management/business services)","Direct incident cost beyond the ransom payment not separately disclosed; company cited COVID-19-driven financial strain as a factor in negotiating the ransom down.","Initial demand of $10 million negotiated down to a paid ransom of $4.5 million (414 BTC), received by attackers July 28, 2020.","Approximately 30,000 CWT computers were knocked offline; systems were restored following payment, exact full-recovery timeline not publicly detailed.","Attackers claimed to have exfiltrated 2 terabytes of files including financial reports, security documents, and employee personal data (email addresses, salary data).","The world's fifth-largest business travel management company had roughly 30,000 computers taken offline; attackers initially demanded $10 million, citing COVID-19 financial pressure in negotiations.","3"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Sopra Steria","Sopra Steria","2020-10-20","France (European IT/professional services)","Company estimated the negative impact on gross operating margin at between EUR40 million and EUR50 million (roughly $48M-$60M), of which approximately EUR30 million was expected to be covered by cyber insurance.","Not publicly disclosed; no confirmation Sopra Steria paid a ransom.","Attack occurred the evening of Oct 20, 2020; company reported 'differing levels of unavailability' of systems persisting for weeks afterward, driving the bulk of the cost.","Limited public detail on records/data types exposed beyond internal systems disruption.","Major French IT services firm hit by a then-new version of Ryuk ransomware, causing extended unavailability across parts of its network and requiring extensive remediation.","3"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Toll Group","Toll Group","2020-01-31 (first attack) and 2020-05-05 (second attack)","Australia (global freight/logistics - wholesale trade)","No specific total dollar cost figure was publicly disclosed for either incident; company acknowledged 'financial and reputational consequences' without quantifying them.","Not publicly disclosed; Toll Group publicly stated it would not pay the ransom, and Nefilim subsequently leaked stolen data.","The May 2020 attack disrupted the MyToll customer portal and back-office systems for approximately six days; freight shipments were largely unaffected but parcel/portal services were degraded.","Exfiltrated data included commercial agreements with current and former enterprise customers and employee personal data from at least one compromised server.","Global freight and logistics provider (1,200+ locations, 50 countries) was hit by ransomware twice in the same year; the May attack used Nefilim and led to exfiltration of commercial and employee data after Toll refused to pay.","3"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Estes Express Lines","Estes Express Lines","2023-09-26 (network access); ransomware deployed and discovered Oct 1, 2023","United States (trucking/freight - wholesale trade logistics)","No specific total incident cost publicly disclosed; company faced a class-action lawsuit over the breach.","Amount not publicly disclosed; Estes confirmed it did not pay the ransom.","Forensic investigation concluded Nov 7, 2023; breach notification letters were not sent to affected individuals until December 2023 (roughly 2.5 months after discovery), pending law enforcement investigation.","Personal information of more than 21,000 individuals exposed, including names and Social Security numbers; data published on LockBit's leak site Nov 13, 2023.","Major U.S. trucking/freight carrier had data stolen and ransomware deployed; LockBit claimed responsibility in November 2023 and published the stolen data after Estes refused to pay, following FBI/regulator guidance.","3"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Conduent Business Services, LLC","Conduent Business Services, LLC","Unauthorized access Oct 21, 2024 - Jan 13, 2025 (discovered); publicly disclosed April 2025","United States (government/BPO professional services contractor)","Company disclosed in SEC 8-K filings that it incurred approximately $9 million in breach-response costs with the expectation of spending a further $16 million by Q1 2026; total related expenses (including likely settlements) estimated to exceed $50 million.","SafePay claimed theft of ~8.5 terabytes of data and listed Conduent on its leak site, then removed the listing - widely interpreted as evidence a ransom was paid, though Conduent has not confirmed a payment or amount.","Breach window spanned nearly 3 months (Oct 2024-Jan 2025) before detection; public notification did not begin until October 2025, roughly 9 months after discovery.","Affected individual count grew from an initial ~10.5 million to 25.5 million (Feb 2026) to 62.2 million by June 2026; data types included names, Social Security numbers, addresses, medical histories, and health insurance details. Nearly a dozen class-action lawsuits and multi-state enforcement actions followed.","Major business-process-outsourcing/government-services contractor (payments, healthcare claims, back-office processing) suffered one of the largest reported U.S. breaches of 2025, with the scope of affected individuals repeatedly revised upward over the year.","4"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Cushman & Wakefield","Cushman & Wakefield","2026-05-03 to 2026-05-05 (confirmed)","United States / global (commercial real estate services)","Not publicly disclosed as of this research; company has not released cost estimates. A shareholder/customer lawsuit has been filed over the breach.","ShinyHunters demanded an undisclosed ransom with a deadline of May 6, 2026, threatening to leak data; when negotiations reportedly stalled, the group published a 50GB dataset. No confirmation Cushman & Wakefield paid.","Company described the incident as 'limited' in scope; no significant operational downtime was publicly reported, consistent with a SaaS/CRM data-theft (non-encryption) incident rather than an operational-technology outage.","Over 500,000 Salesforce records containing PII and internal corporate/client data claimed stolen; illustrates third-party/SaaS supply-chain exposure distinct from traditional on-prem ransomware.","One of the world's largest commercial real estate services firms confirmed a 'limited' breach originating from a vishing (voice phishing) social-engineering attack that gave ShinyHunters access to its Salesforce CRM environment; Qilin separately listed the company on its ransomware leak site around the same time.","4"
"Public Administration (Government)::Government of Costa Rica (national ministries)","Government of Costa Rica (national ministries)","April-May 2022","Costa Rica","Economic drag estimated at ~$38 million per day of downtime; the Costa Rican Chamber of Foreign Commerce estimated losses exceeding $125 million in the first two days alone (halted tax/customs). Costa Rica invested ~$25 million in recovery; the U.S. State Department pledged $25 million in March 2023 to aid recovery and cyber-capacity building.","Conti demanded US$10 million, later doubled to US$20 million; the government declined to pay.","Critical systems (Hacienda, CCSS) disrupted for weeks to months; a second wave (attributed to HIVE) hit the CCSS health system on 31 May 2022, forcing manual operations across hospitals. Recovery spanned months with international assistance.","Data exfiltrated from the Ministry of Finance and other bodies; Conti published stolen data on its leak site when the ransom was refused.","Conti hit nearly 30 Costa Rican government institutions including the Ministry of Finance (Hacienda), CCSS social security fund, MICITT, labor ministry, and state ISP RACSA. On 8 May 2022 President Rodrigo Chaves declared a national state of emergency and characterized it as an act of terrorism/'war' - the first time a country declared a national emergency over ransomware. Tax collection, customs, and public services were paralyzed.","4"
"Public Administration (Government)::City of Atlanta, Georgia","City of Atlanta, Georgia","March 2018","United States","Recovery ultimately cost approximately $17 million (a confidential report figure), roughly six times the initial ~$3M estimate. Break-down: ~$6M initial response, ~$11M to repair/replace damaged systems, desktops, laptops and devices. The city had initially budgeted ~$6M.","Attackers demanded about $51,000 (roughly 6 bitcoin) in total; Atlanta did not pay.","Multiple departments were down or degraded for days to weeks; some systems and data were never fully recovered, and years of police dashcam footage were lost.","Numerous applications and records affected; some data permanently lost (e.g. police dashcam video). Broad operational data loss rather than a quantified PII count.","SamSam ransomware crippled City of Atlanta systems, taking down online bill-pay, court systems, and numerous municipal applications. A landmark early municipal ransomware case; two Iranian nationals (Faramarz Shahi Savandi and Mohammad Mehdi Shah Mansouri) were indicted by the U.S. DOJ in November 2018.","4"
"Public Administration (Government)::City of Baltimore, Maryland","City of Baltimore, Maryland","May 2019","United States","Estimated ~$18 million total: ~$10 million to restore/rebuild systems plus ~$8 million in lost or deferred revenue.","Attackers demanded 13 bitcoin (~$76,000-$80,000 at the time); Mayor Bernard 'Jack' Young refused to pay.","Recovery, initially expected to take weeks, ultimately extended from May into roughly September 2019 (~4 months) for full restoration.","Widespread system encryption; disruption to city databases and payment/records systems. No large single PII-breach count is the headline - impact was primarily operational.","On 7 May 2019 RobbinHood ransomware took most of Baltimore's government systems offline (all servers except essential services). Email was down, forcing employees to use personal Gmail; property transfers and the water-billing/payment systems were frozen, disrupting the real-estate market.","3"
"Public Administration (Government)::City of Dallas, Texas","City of Dallas, Texas","May 2023","United States","The city approved roughly $8.5 million in costs to remediate and recover from the attack (downtime/response costs).","No ransom payment was publicly reported/confirmed as paid; ransom demand not publicly disclosed.","Multiple systems, including 911/CAD and municipal court operations, were disrupted for weeks; restoration efforts continued over several weeks into the summer of 2023.","More than 27,000 current and former employees and their dependents were notified that their personally identifiable information was exposed in the attack.","The Royal ransomware gang attacked the City of Dallas in May 2023, disrupting critical services including 911 dispatch systems, police/court operations, and city websites. One of the most significant U.S. municipal attacks of 2023.","2"
"Public Administration (Government)::City of Columbus, Ohio","City of Columbus, Ohio","July 2024","United States","The city spent about $7.3 million on recovery, including ~$2.4M for forensics/remediation/data-mining, ~$1.6M for Experian identity-theft protection, and ~$1.95M for legal counsel.","Rhysida demanded about $1.9 million (~30 bitcoin); Columbus refused to pay, after which the group leaked stolen data.","City services and systems were disrupted for weeks; recovery and remediation extended over months, with continued identity-protection provisioning for affected residents.","Large volume of resident and employee data exposed and partially leaked (including data tied to crime victims and city employees); the city offered Experian identity-theft protection to affected individuals (hundreds of thousands).","Rhysida struck the City of Columbus in July 2024. The city refused to pay and, notably, sued a security researcher who publicized the leaked data - drawing national attention to how governments handle post-breach disclosure.","3"
"Public Administration (Government)::The British Library","The British Library","October 2023","United Kingdom","Recovery expected to consume roughly 40% of the Library's financial reserves - about £6-7 million (~$7.5-9M) - far exceeding the ransom demanded. Follow-on rebuild tenders (e.g. ~£400,000) continued into 2024-2025.","Rhysida demanded 20 bitcoin (~£596,000 / ~$750,000 at the time); the Library did not pay.","Severe disruption for months; the main catalogue returned in read-only form on 15 January 2024, with many services degraded well into 2024. Full rebuild extended over more than a year.","Approximately 600GB / nearly 500,000 files exfiltrated - much from the CRM database - including personal data of Library users and staff; ~600GB was publicly dumped when the ransom was refused. ~20,000 authors/illustrators had Public Lending Right payments delayed.","On 28 October 2023 Rhysida attacked the British Library (a UK public/national institution), taking down its website, catalogue, and public Wi-Fi. Described as 'one of the worst cyber incidents in British history'; the Library refused to pay and the attackers leaked the stolen data.","4"
"Public Administration (Government)::City of Saint Paul, Minnesota","City of Saint Paul, Minnesota","July 2025","United States","Not publicly disclosed as a total figure as of reporting; response involved state resources and the National Guard, indicating substantial cost.","The city stated it would not pay the ransom; specific demand amount not publicly disclosed.","Core city systems were down and progressively restored over weeks following the July 25 onset; the National Guard's involvement reflected the complexity of recovery.","After the city refused to pay, Interlock publicly posted approximately 43GB of data stolen from St. Paul.","A cyberattack beginning 25 July 2025 hit the City of St. Paul so severely that the Minnesota National Guard was activated to assist. The mayor confirmed it as a ransomware attack by the Interlock ransomware-as-a-service group. Core systems - internal networks, online payment portals, and public Wi-Fi - were disrupted.","3"
"Public Administration (Government)::State of Nevada","State of Nevada","August 2025","United States","Not publicly disclosed at time of reporting.","Not publicly disclosed.","Multiple state services - phone systems and agency websites - were interrupted; recovery handled with federal (CISA/FBI) assistance over the following days/weeks.","Under investigation at time of reporting; data-theft impact not fully quantified publicly.","Federal and state authorities investigated a ransomware attack that disrupted key services across the State of Nevada in August 2025, interrupting multiple government services including phone systems and state agency websites - illustrating the escalation of ransomware to the U.S. state-government level.","2"
"Retail Trade and Consumer Services::Marks & Spencer (M&S)","Marks & Spencer (M&S)","Disclosed late April 2025","United Kingdom","M&S disclosed total incident costs of £101.6 million (£82.7m incident response/recovery, £18.9m third-party costs); the company guided to roughly £300 million of lost operating profit for FY2025/26; statutory pre-tax profit fell from £391.9m to £3.4m over the affected half-year; the attack wiped an estimated £750 million off M&S's market capitalization at its worst point.","Not publicly confirmed whether M&S paid; DragonForce publicly claimed the encryption/extortion but no verified payment amount has been disclosed.","Online ordering and click-and-collect were suspended for roughly 6-7 weeks; full operational recovery of automated stock/ordering systems took months.","Customer personal data (names, contact details, order history, dates of birth) was confirmed stolen; M&S stated payment card details were not compromised.","One of the most disruptive retail ransomware incidents on record. Attackers used social-engineering (help-desk/Active Directory compromise) to encrypt core systems; DragonForce contacted M&S's CEO directly via a hacked employee email account. M&S was forced to shut down automated ordering, stock and click-and-collect systems for weeks, reverting to pen-and-paper processes for fresh food and clothing supply.","4"
"Retail Trade and Consumer Services::Co-op Group","Co-op Group","April 2025 (disclosed publicly in stages through mid-2025)","United Kingdom","Co-op reported £206 million in lost revenue attributable to the incident in its official earnings disclosure.","DragonForce demanded payment for the stolen member data; Co-op has not disclosed paying a ransom, and the UK National Crime Agency arrested four suspects (aged 17-20) in July 2025 on Computer Misuse Act, blackmail, and money-laundering charges.","Systems were proactively taken offline to contain the threat; the company described a multi-week restoration process for affected back-office and membership systems.","Personal data of all 6.5 million Co-op members was confirmed stolen (names, dates of birth, emails, phone numbers, home addresses); no financial/payment card data was taken.","Part of the same UK retail campaign that hit M&S and Harrods. DragonForce exfiltrated data via third-party/network access, then escalated to a direct extortion threat via Microsoft Teams and a phone call to Co-op's head of security. Co-op proactively disconnected systems to head off a ransomware deployment, which limited operational disruption relative to M&S but did not stop the data theft.","3"
"Retail Trade and Consumer Services::CDK Global (SaaS/DMS provider to ~15,000 US/Canada auto dealerships - third-party supply-chain incident affecting the retail auto sector broadly)","CDK Global (SaaS/DMS provider to ~15,000 US/Canada auto dealerships - third-party supply-chain incident affecting the retail auto sector broadly)","June 18-19, 2024 (two related attacks)","United States / Canada","Anderson Economic Group estimated total financial damage to dealers at just over $600 million in the first two weeks of the shutdown alone - roughly 24 times the ransom paid.","Attackers initially demanded $10 million, escalating to $50 million; blockchain analysis (TRM Labs) traced approximately 387 BTC (~$25 million) to a BlackSuit-linked wallet on June 21, 2024, consistent with a paid ransom, though CDK never officially confirmed payment.","Dealer systems were down for nearly two weeks; CDK restored services in a phased rollout through late June/early July 2024.","Not publicly detailed at the individual-record level; primary reported impact was operational (sales, financing, service scheduling) rather than a disclosed mass PII leak.","BlackSuit ransomware hit CDK Global, the dominant dealer management system (DMS) provider for North American car dealerships, forcing an industry-wide outage. A second attack during initial recovery on June 19 further delayed restoration. Nearly 15,000 dealerships had to revert to manual, paper-based sales, financing, and service workflows for close to two weeks - a textbook example of concentrated third-party/supply-chain risk in the retail sector.","4"
"Retail Trade and Consumer Services::MGM Resorts International","MGM Resorts International","September 8-11, 2023","United States","MGM disclosed a $100 million negative impact on Q3 2023 results, comprising approximately $84 million in lost revenue (from disrupted hotel, casino and online operations) and $10 million in one-time technology consulting, legal, and third-party advisory expenses.","MGM stated it never considered paying and did not pay a ransom.","Core systems (reservations, digital key cards, slot machines, ATMs) were down for roughly 10 days; full operational recovery took several weeks.","Customer personal information (names, contact details, dates of birth, driver's license and Social Security/passport numbers for some customers) was confirmed stolen.","Scattered Spider used a 10-minute vishing call to MGM's IT help desk (via LinkedIn-sourced employee impersonation) to obtain Okta admin credentials, then handed off to ALPHV/BlackCat for ransomware deployment. MGM chose not to pay and rebuilt systems from backups, causing days of casino, hotel, and slot-machine outages across its Las Vegas properties.","3"
"Retail Trade and Consumer Services::Caesars Entertainment","Caesars Entertainment","August 2023 (disclosed September 2023)","United States","Not broken out publicly as a discrete total-cost figure (unlike MGM); reported impact centered on the ransom payment and associated incident-response/legal costs, which were not separately quantified in public filings.","Attackers initially demanded $30 million; Caesars paid approximately $15 million in cryptocurrency to prevent publication of stolen data.","Caesars avoided the extended, highly visible operational outages MGM experienced, largely because it paid quickly and did not have hotel/casino systems encrypted in the same way.","Loyalty program (Caesars Rewards) database exposed, including driver's license numbers and, for a significant number of members, Social Security numbers.","Scattered Spider socially engineered a third-party IT support vendor for Caesars' identity provider (Okta) to gain network access, exfiltrating loyalty-program customer data before deploying an extortion threat. Unlike MGM, Caesars opted to negotiate and pay, prioritizing avoiding a public data leak and minimizing operational disruption.","3"
"Retail Trade and Consumer Services::Ralph Lauren Corporation","Ralph Lauren Corporation","Compromise reported mid-2025; extortion/leak threats through June 2026","United States","Not publicly disclosed by Ralph Lauren as a discrete cost figure.","ShinyHunters issued a public leak deadline as extortion leverage; no confirmed ransom payment amount has been reported.","No significant operational/store downtime reported - this was a data-theft/extortion event rather than an encryption/availability incident.","More than 220 GB of data claimed stolen, including customer information, transaction records, and documents related to unreleased future product lines.","Part of a broad ShinyHunters campaign that used voice-phishing (vishing) against corporate help desks to trick employees into authorizing a malicious connected app in Salesforce, then exfiltrated data via a modified Salesforce Data Loader - a pure data-extortion attack with no encryption payload, illustrating the sector's growing SaaS/CRM exposure.","3"
"Retail Trade and Consumer Services::Madison Square Garden Sports Corp. (parent of the New York Knicks; consumer/entertainment services)","Madison Square Garden Sports Corp. (parent of the New York Knicks; consumer/entertainment services)","Claimed June 2026","United States","Not publicly disclosed.","Extortion/leak-deadline threat issued by ShinyHunters; no confirmed payment reported.","No reported operational outage - data-theft/extortion event, not an encryption event.","ShinyHunters claimed roughly 26 million records, including 9.8 million emails, ~9,500 dates of birth, and close to 5 million street addresses/full names/phone numbers; a leaked ""Talent"" file reportedly included former Knicks players/coaches, MSG executives' family members, and celebrities.","Same ShinyHunters Salesforce-vishing campaign as Ralph Lauren/JCPenney. Attackers socially engineered access to MSG's client/talent CRM database using the old-fashioned vishing technique, then claimed a very large-scale data theft spanning customers, staff, and celebrities/former players.","3"
"Retail Trade and Consumer Services::Karl Chevrolet / Karl Auto Group","Karl Chevrolet / Karl Auto Group","Unauthorized access before March 27, 2026; discovered April 4, 2026","United States (Iowa)","Not publicly disclosed.","Not disclosed by RansomHouse or the dealership; Karl Auto Group stated it ""did not pay ransom money.""","Phone and computer systems were unavailable over the Easter weekend (roughly April 4-8, 2026 and reportedly beyond, per public customer-facing social media posts); an outside forensic firm was engaged and the FBI/FTC were notified.","Data exposed reportedly included full names, Social Security numbers, driver's license/government ID numbers, financial account information, and passport numbers/images; the number of affected individuals was not disclosed.","A regional single-location car dealership example (contrasted with the CDK/M&S/MGM enterprise-scale cases) illustrating that ransomware targets consumer-services retailers across the full size spectrum, not just national chains. RansomHouse claimed encryption of dealership systems.","1"
"Retail Trade and Consumer Services::PChome (pchome.com.tw) / NetHome Group and subsidiary Bibian","PChome (pchome.com.tw) / NetHome Group and subsidiary Bibian","Claimed June 10, 2026; disclosed publicly late June 2026","Taiwan","Not publicly disclosed.","Not disclosed.","PChome stated its main platforms and payment channels continued operating normally with no evidence of an actual breach to core systems; no confirmed outage was reported.","Settra claimed approximately 102GB of internal data stolen, including personal information for roughly 3.5 million members, nine years of operational records, system architecture diagrams, and employee personnel files; subsidiary Bibian separately confirmed exposure of member names, phone numbers, addresses, and purchase history, which reportedly led to follow-on phishing campaigns against custome","A major Taiwanese e-commerce/payment platform targeted by the emerging Settra group, illustrating ransomware risk to online-retail and embedded-payment infrastructure outside the US/UK. The parent company publicly disputed that its core systems were breached, while an affiliated subsidiary (Bibian) confirmed a related, separate data breach - a useful example of attacker claims vs. victim denial/dispute dynamics common in this sector.","1"
"Telecommunications::Telecom Argentina S.A.","Telecom Argentina S.A.","2020-07-18","Argentina","Not publicly disclosed beyond the ransom demand itself; no confirmed customer-facing outage cost figures reported.","$7.5 million in Monero demanded, rising to $15 million after a 48-hour deadline passed. Telecom Argentina stated it contained the attack and regained access without paying.","Internal corporate systems (not customer-facing telecom/internet service) were disrupted; company said it isolated affected systems and restored operations using backups, without paying the ransom. Precise recovery timeline/cost not publicly disclosed.","Internal corporate/IT systems affected; no large-scale confirmed customer PII leak was publicly documented.","Argentina's largest telecom operator was hit by REvil ransomware that spread via a phishing email to a hijacked internal Domain Admin account, ultimately encrypting more than 18,000 workstations and disrupting internal systems including Office 365, OneDrive, corporate VPN, Citrix, Genesys and customer/field-service virtual machines.","3"
"Telecommunications::Cincinnati Bell (now altafiber)","Cincinnati Bell (now altafiber)","2022-07-02","United States","Not publicly disclosed; no SEC filing or press disclosure of a specific dollar cost was located.","Ransom amount not publicly disclosed; company confirmed it did not pay.","Specific downtime duration and recovery cost not publicly disclosed in available reporting.","Scope/type of data exfiltrated by Yanluowang not publicly detailed in available sources.","US regional telecom/broadband provider Cincinnati Bell was listed as a victim on the Yanluowang ransomware group's leak site; the company publicly refused to pay the ransom.","2"
"Telecommunications::Telecommunications Services of Trinidad and Tobago (TSTT)","Telecommunications Services of Trinidad and Tobago (TSTT)","2023-10-09","Trinidad and Tobago","Not publicly disclosed. Trinidad and Tobago has no mandatory breach-notification law, which delayed and limited public cost disclosure.","Ransom amount not publicly disclosed.","TSTT reported the breach affected availability of internal virtual infrastructure/private cloud; full recovery timeline not publicly quantified. CEO Lisa Agard was subsequently fired following the incident.","Over 1.2 million customer records (mobile, fixed line, broadband) leaked, including full names, emails, national ID numbers, phone numbers and ID scans; the leaked CSV was downloaded 13,000+ times within two weeks; TSTT internal GitLab projects and database dumps were also exposed.","The Caribbean nation's state-owned telecom provider had an administrator's credentials compromised (October 3), leading to a security breach on October 9 that affected its internal virtual infrastructure/private cloud. RansomEXX later released a CSV of customer data on the dark web as proof of the hack.","3"
"Telecommunications::WideOpenWest (WOW!)","WideOpenWest (WOW!)","2025-03-28","United States","In its March 28, 2025 SEC Form 8-K, WideOpenWest stated the incident had not had a material impact on operations and it did not believe it was reasonably likely to materially affect financial condition or results; the company also disputed that sensitive personal information was accessed, contrary to the attacker's claims.","WOW! was given a deadline to negotiate or the data would be sold/leaked; specific dollar ransom demand not publicly disclosed.","No confirmed customer-facing service outage reported; incident was primarily a backend data-access/exfiltration event rather than an encryption/downtime event.","Arkana claimed theft of 403,000 WOW! user account records (names, usernames, salted passwords, emails, login histories, security Q&As) plus a separate CSV of 2.2 million records (names, addresses, phone numbers, device data).","A newly-emerged data-extortion group, Arkana Security, breached major US cable/ISP WOW! after an employee's device was infected with infostealer malware in September 2024, harvesting credentials for backend platforms Symphonica and AppianCloud that gave attackers alleged full backend control (they released a demo video). This was Arkana's debut, high-profile attack.","4"
"Telecommunications::SK Telecom","SK Telecom","2025-04-19","South Korea","Record $97.2 million (KRW 134.8 billion) fine from South Korea's Personal Information Protection Committee, plus a ~$7,000 fine for late breach reporting; the Korea Consumer Agency separately ordered SK Telecom to pay ~$67 (100,000 won) compensation to each of the 23 million affected users; SK Telecom committed roughly $514 million to a security-overhaul 'Accountability and Commitment Program,' plus bill discounts, fee waivers and free data.","No ransom payment publicly reported; this was primarily treated as a state-linked/criminal espionage-style data breach rather than a classic encryption ransomware case, though listed as a data-leak/extortion incident by dark-web trackers.","No major network outage; SK Telecom offered free SIM replacements to all customers as remediation.","25 types of personal information for 23.2 million subscribers exposed, including phone numbers, IMSI numbers, and USIM authentication keys - raising SIM-swap and surveillance risk.","South Korea's largest mobile carrier (~23M subscribers) disclosed a breach of its Home Subscriber Server after detecting unusual traffic on April 22, 2025. Investigation found BPFDoor malware present undetected on at least 28 servers (33 variants) since as early as 2022, exfiltrating USIM authentication keys and other subscriber identifiers.","4"
"Telecommunications::Colt Technology Services","Colt Technology Services","2025-08-12","United Kingdom (multinational operations across ~40 countries)","Specific dollar cost of the incident not publicly disclosed by Colt; impact described qualitatively as affecting 27,000+ customers across ~40 countries.","WarLock demanded $200,000 for the stolen data cache and posted samples on dark-web forums as proof.","Outage began August 12, 2025; Colt stated the majority of recovery would take 8-10 weeks, with customer portal, hosting APIs and voice-on-demand tools still offline in early October 2025 - a multi-month recovery, unusually long for a major telecom provider.","WarLock claimed theft of over one million documents including employee salary data, customer contact information, internal executive personal information, and confidential emails.","Global business telecom provider Colt was breached via exploitation of the SharePoint remote-code-execution vulnerability CVE-2025-53770, leading to a multi-day (ultimately multi-week/multi-month) outage of Colt Online customer portal, hosting APIs, and Voice API/porting platforms; core network infrastructure reportedly remained largely unaffected. Colt publicly attributed responsibility to the WarLock ransomware group.","4"
"Telecommunications::Orange S.A. (Orange Group, incl. Orange Belgium subsidiary)","Orange S.A. (Orange Group, incl. Orange Belgium subsidiary)","2025-07-25","France (with Belgium subsidiary separately affected)","Not publicly disclosed.","Specific ransom amount not publicly disclosed for the Orange S.A. incident.","Orange stated the attacker had only limited access and exfiltrated mostly 'outdated or low-sensitivity data'; no major prolonged network outage reported (unlike Colt).","~4GB of internal data published on the dark web by WarLock; Orange characterized the exposed data as largely outdated/low-sensitivity. The related Orange Belgium breach separately impacted 850,000 customer accounts.","French telecom giant Orange disclosed a security incident at the end of July 2025 involving internal systems, using the same SharePoint exploitation chain (webshells, Group Policy abuse, credential theft, lateral movement) attributed to WarLock. The group publicly claimed the attack on August 17, 2025 and released roughly 4GB of data. A separate, related incident hit Orange Belgium, affecting 850,000 customer accounts.","4"
"Telecommunications::American Tower Corporation","American Tower Corporation","2026-06-12","United States","Not publicly disclosed as of this research.","Extortion demand made; American Tower did not comply and data was leaked. Specific dollar figure not publicly disclosed.","No network/tower service outage publicly reported; incident was a data-exfiltration/extortion event rather than an encryption/availability event.","Attackers claimed over 5.2 million records including customer and landowner PII, records referencing other companies' infrastructure (T-Mobile, Verizon, US DHS), tower asset records with GPS coordinates, and plaintext physical access/gate codes for cell tower compounds; 216,601 accounts were added to Have I Been Pwned on June 26, 2026.","One of the world's largest cell-tower/telecom infrastructure REITs was breached in a 'pay-or-leak' extortion campaign by ShinyHunters. After American Tower did not pay by the group's June 15, 2026 deadline, the attackers published the stolen files - notable for exposing physical-security data (tower gate/access codes) rather than just customer records, illustrating the physical-infrastructure risk unique to telecom tower operators.","3"
